Id,SalePrice
1461,122966.55309155695
1462,160868.3670748749
1463,186318.07502087712
1464,186978.46800038603
1465,184131.55642723743
1466,158697.5044130246
1467,177230.47574336745
1468,168031.60330129898
1469,182260.15066882636
1470,124910.90922745148
1471,193922.142708003
1472,92461.15266224825
1473,94693.66858765211
1474,147979.5870121734
1475,123934.83731436844
1476,364805.0605052441
1477,263431.64436080446
1478,295714.37947645475
1479,287243.1626962763
1480,522221.06077074644
1481,319124.9890410592
1482,218552.46496306077
1483,169193.53159400914
1484,162990.6013341069
1485,170361.5204212381
1486,190442.81532148446
1487,317004.74643786077
1488,226100.6173773372
1489,195617.82529596062
1490,229688.0678395462
1491,187274.66284158727
1492,94606.71566347458
1493,169062.54970770926
1494,285653.3906310464
1495,285024.9781767261
1496,230144.68976620105
1497,184239.0117763801
1498,159570.7901143742
1499,158825.96945876957
1500,160483.79750733735
1501,178083.5026102354
1502,147252.12947339859
1503,322331.95064824173
1504,235229.02500178703
1505,219952.93418015385
1506,186065.95721667234
1507,245974.2175615275
1508,189662.39175024675
1509,160626.34720095963
1510,146857.16693173072
1511,145184.4197863607
1512,166017.42914070468
1513,146193.61613807577
1514,159372.29217573535
1515,185085.0277049336
1516,152671.46129955183
1517,166911.30607483446
1518,128578.79082483817
1519,199697.33328393887
1520,127267.82681829072
1521,126234.32923073201
1522,165830.55004454183
1523,118953.10701246384
1524,130059.9028703724
1525,120449.91197540628
1526,130331.78586653713
1527,110841.05875033089
1528,135107.7089016238
1529,147134.28467733465
1530,169538.67367340255
1531,86053.60128380489
1532,97065.587000829
1533,152601.58347562683
1534,124233.91370101106
1535,151296.76958253616
1536,104731.21247905605
1537,56142.47742803547
1538,150429.49260035105
1539,211101.14212397166
1540,88695.64981019935
1541,133725.94665550796
1542,130692.89499302005
1543,196929.0956911854
1544,87225.56120238375
1545,105882.80124556589
1546,123286.42458687571
1547,142561.63682317885
1548,136855.93109495268
1549,115888.40969122174
1550,131887.46763462928
1551,121640.43940100867
1552,125366.15745687384
1553,157192.65391637525
1554,109907.15304783365
1555,171961.51002539776
1556,87501.59071771809
1557,108516.10452578872
1558,97272.57127634584
1559,66422.65706371798
1560,134120.00348090762
1561,128354.29676089878
1562,135045.5181186136
1563,120034.03728168808
1564,160495.380571045
1565,141406.07358687563
1566,254282.50730628223
1567,67286.67815816768
1568,234652.05218081892
1569,129529.95530568957
1570,132736.95638098166
1571,123734.3677342652
1572,143461.49155712954
1573,244473.9437770068
1574,106875.4061012362
1575,224512.51403596255
1576,221159.9656801898
1577,190431.99069895394
1578,144872.31552086427
1579,142094.00077616874
1580,186409.8971505279
1581,162903.0345058197
1582,135406.52879470424
1583,313160.25870164187
1584,217888.70916090877
1585,142464.40472100856
1586,58658.8923296769
1587,91817.06789482836
1588,149399.35685294782
1589,98063.2552447659
1590,139606.62469520295
1591,92080.44217213705
1592,129351.02043505816
1593,126543.66198170195
1594,136458.0799539679
1595,116645.45221578568
1596,232152.90370994987
1597,175820.54417079527
1598,193402.8364860788
1599,163415.4491658896
1600,163485.76325592387
1601,58340.247207540386
1602,113615.8299851656
1603,63196.564147435754
1604,265065.31479159073
1605,221577.81953548687
1606,169173.275819314
1607,156410.3361550122
1608,222913.77443585292
1609,184411.04053646902
1610,159120.15998388833
1611,142619.79044719614
1612,168041.7350335349
1613,163772.85614156545
1614,124208.37145221021
1615,85538.73016713571
1616,79998.01526939035
1617,88350.0823859134
1618,124257.10234447334
1619,142921.6381344882
1620,152306.5168786834
1621,131331.86769983318
1622,144477.0280895862
1623,261461.56070859169
1624,214713.31661140954
1625,123201.26475374486
1626,165120.15043675253
1627,188373.04764858744
1628,266845.8970513235
1629,176873.51614230787
1630,368880.9271714496
1631,218922.56228330388
1632,234224.58004245034
1633,164514.2376344831
1634,182785.97041100246
1635,174997.97870179865
1636,157156.7401846685
1637,202651.41963176784
1638,186135.16504367362
1639,175610.3422968409
1640,273629.03949176264
1641,160747.92067658805
1642,236827.4563375023
1643,226683.65574527852
1644,227785.1762850561
1645,200942.67974614914
1646,167007.6864643971
1647,159116.18704928277
1648,133405.4758011383
1649,134537.80008850398
1650,115188.07407824245
1651,119793.83810936564
1652,98351.39284176883
1653,104553.11685145016
1654,143142.94584517067
1655,140166.40631894645
1656,146413.70438142613
1657,144750.11789660415
1658,141699.76521999642
1659,114020.70298797003
1660,152445.6412603242
1661,523019.46842244745
1662,432843.3290583631
1663,369207.5292966832
1664,608622.3692296371
1665,317664.23619944963
1666,306147.0422815364
1667,389595.58484217146
1668,340471.70989836316
1669,293876.1302869947
1670,356676.62671058177
1671,292711.03301282245
1672,505610.2811365558
1673,291523.6972092931
1674,260322.42740415374
1675,195358.0624630205
1676,199983.86455255322
1677,227096.15686356623
1678,512430.10743463715
1679,382512.153009828
1680,351522.10481105285
1681,262801.8536171747
1682,305450.2452623833
1683,167178.26647468357
1684,174160.78744434423
1685,170420.5315164426
1686,167067.05225042606
1687,162652.66846676686
1688,188557.90878384176
1689,190228.28351252008
1690,189845.8841181554
1691,181647.87076054688
1692,247727.3719368646
1693,159883.20019753053
