Id,SalePrice
1461,122840.20552228198
1462,160856.13764412154
1463,177313.9350811332
1464,184735.16948415438
1465,188546.02384121268
1466,170262.40650273563
1467,178551.82827373984
1468,167721.6074396185
1469,187059.37142830354
1470,125193.88686914902
1471,202102.9218423859
1472,94584.09375383426
1473,94241.01196757691
1474,153838.09647880885
1475,119815.99374676988
1476,371437.8520042242
1477,254589.4703069049
1478,287894.58987678966
1479,286864.0894005435
1480,533459.117330637
1481,329728.4457593447
1482,212753.8309110673
1483,171639.0427287319
1484,166208.12180078938
1485,178738.26855067947
1486,197183.22855143854
1487,326144.13525795157
1488,236933.15034208132
1489,197539.7173286071
1490,211781.2956285012
1491,191709.38908267758
1492,91809.82162613864
1493,174088.42394998908
1494,292976.07650614524
1495,296827.3807541319
1496,227781.20673302858
1497,185718.14456366585
1498,159898.93432680497
1499,157070.2028426128
1500,149876.0037957873
1501,171622.00150086565
1502,148923.91549229648
1503,284750.79781942046
1504,245296.06986791105
1505,221974.91123633055
1506,192576.49569980134
1507,253973.03446178103
1508,194609.16101230172
1509,156480.14058158454
1510,145909.0015216173
1511,145809.26550937985
1512,168026.22006588208
1513,145937.42478556233
1514,160442.67623792854
1515,188432.0412998498
1516,151202.9344857111
1517,165103.72257136926
1518,136014.78181279544
1519,218390.0604452639
1520,134290.4876080892
1521,133690.39240992512
1522,170031.50166194641
1523,108217.36212908197
1524,120577.67764657894
1525,122344.01449375777
1526,117434.85551177812
1527,107026.2994554655
1528,132591.8915269971
1529,145734.31973952765
1530,169770.94617514472
1531,108950.07151896368
1532,102186.3559351628
1533,145536.17282170345
1534,121578.0122530528
1535,148179.8053467301
1536,108367.38818239998
1537,71080.95723112348
1538,150747.02337733028
1539,185849.87993452558
1540,97071.02951832714
1541,142307.21088678655
1542,137547.79516084935
1543,213308.62302901034
1544,90096.42456475746
1545,109661.77070174388
1546,129329.3475966371
1547,132777.85818169866
1548,134223.76465351495
1549,108739.23605402623
1550,135375.35419526554
1551,118830.34709674075
1552,127145.24671144554
1553,145832.00403225192
1554,119901.4379577492
1555,168890.1811745189
1556,88347.06252132136
1557,107612.31140643237
1558,92069.60382661001
1559,85080.97765874134
1560,136680.17026075462
1561,130432.40851323144
1562,130612.34364240084
1563,120028.12127342231
1564,162916.1077681601
1565,142237.41021028615
1566,240226.5255473575
1567,76521.85741950318
1568,225355.98657279598
1569,132731.19198691714
1570,141077.36279749984
1571,118109.79000084558
1572,151623.83871369396
1573,246287.47453554752
1574,115860.39217885668
1575,216123.9512421333
1576,222507.4376067838
1577,187377.96468808682
1578,143334.46580205832
1579,147112.16577282862
1580,195590.5522412263
1581,154880.20543835525
1582,126678.84978888607
1583,318065.6769912044
1584,226537.36905207808
1585,141600.09672473732
1586,76024.19570309603
1587,92069.47814834693
1588,149033.4583746914
1589,91498.56269964429
1590,136025.0594799647
1591,96390.39756521428
1592,119715.66846073035
1593,127325.92525222621
1594,132598.78848656913
1595,109048.57349284331
1596,243185.77502023964
1597,179648.25697760133
1598,197912.32875100712
1599,166477.52422348983
1600,166342.88434632996
1601,51370.97914333949
1602,113950.0764987678
1603,81920.68193258916
1604,262987.4939569091
1605,253772.708412912
1606,170647.52920540984
1607,181441.05334468046
1608,212531.31404120915
1609,190250.73736511703
1610,148389.90477372578
1611,141918.56306516784
1612,163028.98283793544
1613,163417.16179300167
1614,128536.53565836034
1615,89444.79329838051
1616,75115.26432908585
1617,90752.07916006393
1618,122924.0948517038
1619,138394.85352446247
1620,160926.68306197767
1621,133976.82231526705
1622,139879.47297978768
1623,276631.2070411965
1624,215049.6739004369
1625,122298.90096542296
1626,163229.57888099266
1627,184936.38756948913
1628,279518.72417771677
1629,177828.60214803196
1630,355204.15800444724
1631,222961.15496041262
1632,247849.10607695486
1633,168438.84823284397
1634,181414.66703213926
1635,175830.20957371604
1636,156048.81975198322
1637,181912.23687085346
1638,189356.2292851804
1639,171366.83401030645
1640,263836.7018833832
1641,174335.40532736908
1642,230493.61152455647
1643,229465.5897134905
1644,239549.44855714313
1645,190341.29453008503
1646,159781.37082259922
1647,159039.58829231712
1648,133554.07953101263
1649,140993.47238722417
1650,113525.16490117722
1651,123124.91245270139
1652,99239.49822587043
1653,98921.64842937839
1654,147196.93306888713
1655,147691.15015069587
1656,147717.5159505175
1657,147537.3861236043
1658,149189.71106736103
1659,125718.85888544962
1660,152244.29883378337
1661,514873.55142316857
1662,403380.933791716
1663,376119.4186460203
1664,538035.3141919296
1665,310537.007026061
1666,328308.9567845131
1667,369819.46291197016
1668,348095.8188405286
1669,298871.1381142075
1670,355774.4046004572
1671,268255.8354557589
1672,536452.6119448112
1673,280511.2411484328
1674,248504.54099260978
1675,182974.1058900628
1676,187690.19920814445
1677,215745.6401596529
1678,524287.4938930215
1679,384371.01466698945
1680,345198.3230347556
1681,256105.39738620413
1682,304063.5057709814
